resume_id,resume_text,job_title,job_description,expected_job
R14,Python TensorFlow PyTorch supervised learning model evaluation cloud ML deployment,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Machine Learning Engineer
R14,Python TensorFlow PyTorch supervised learning model evaluation cloud ML deployment,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Machine Learning Engineer
R14,Python TensorFlow PyTorch supervised learning model evaluation cloud ML deployment,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Machine Learning Engineer
R14,Python TensorFlow PyTorch supervised learning model evaluation cloud ML deployment,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Machine Learning Engineer
R14,Python TensorFlow PyTorch supervised learning model evaluation cloud ML deployment,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Machine Learning Engineer
R14,Python TensorFlow PyTorch supervised learning model evaluation cloud ML deployment,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Machine Learning Engineer
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Scientist
R15,Python statistics machine learning pandas NumPy SQL data analysis feature engineering model evaluation visualization,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Scientist
R16,Python pandas NumPy SQL statistics predictive modeling machine learning data analysis,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Scientist
R17,Python statistics NLP machine learning SQL pandas experimentation feature engineering,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Scientist
R18,Python data analysis SQL machine learning pandas NumPy statistics business analytics,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Scientist
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Engineer
R19,Python SQL ETL Apache Spark PySpark Hadoop HDFS Airflow data warehouse AWS,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Engineer
R20,Python SQL ETL Spark Hadoop HDFS data lake Airflow Docker,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Engineer
R21,PySpark Python SQL data engineering ETL Airflow AWS HDFS data pipelines,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Data Engineer
R22,Python SQL Apache Spark ETL Hadoop data lake Airflow Docker Linux,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Data Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Computer Vision Engineer
R23,Python computer vision OpenCV CNN image classification object detection image segmentation PyTorch,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Computer Vision Engineer
R24,Python OpenCV image processing CNN object detection TensorFlow image classification segmentation,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Computer Vision Engineer
R25,Python PyTorch computer vision deep learning image segmentation object detection CNN OpenCV,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Cybersecurity Analyst,Monitor security using cybersecurity network security SIEM Splunk vulnerability assessment incident response threat detection firewalls IDS IPS and Wireshark.,Computer Vision Engineer
R26,Python image processing OpenCV CNN image classification TensorFlow object detection,Python Software Engineer,Build Python applications and backend services using Python OOP REST APIs SQL Git FastAPI Flask PostgreSQL Docker and AWS.,Computer Vision Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,Software Development Engineer,Develop scalable software using Java Python C++ DSA OOP SQL REST APIs Git Linux. System design Docker cloud and CI/CD preferred.,Generative AI Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,AI Engineer,Build AI solutions using Python machine learning deep learning TensorFlow PyTorch NLP computer vision model training and evaluation. Transformers preferred.,Generative AI Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,Machine Learning Engineer,Develop ML models using Python supervised and unsupervised learning feature engineering scikit learn TensorFlow PyTorch and model evaluation. MLOps preferred.,Generative AI Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,Data Scientist,Analyze data using Python statistics machine learning pandas NumPy SQL feature engineering model evaluation and visualization.,Generative AI Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,Data Engineer,Build data pipelines using Python SQL ETL Spark PySpark Hadoop HDFS Airflow and data warehouses. AWS and Docker preferred.,Generative AI Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,Computer Vision Engineer,Develop computer vision systems using Python OpenCV CNN image classification object detection image segmentation and PyTorch or TensorFlow.,Generative AI Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,Generative AI Engineer,Build GenAI applications using Python LLMs transformers RAG embeddings vector databases Hugging Face NLP and prompt engineering.,Generative AI Engineer
R27,Python LLM generative AI transformers RAG embeddings vector database Hugging Face NLP prompt engineering,DevOps Engineer,Automate infrastructure using Linux Git Docker Kubernetes CI/CD AWS Jenkins monitoring scripting and Terraform.,Generative AI Engineer
